fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,symbol
3/31/2021,USD,56302000000,59147000000,2845000000,45667000000,53671000000,2428000000,None,2631000000,None,-258000000,1215000000,258000000,57552000000,122000000,None,5004000000,3526000000,796000000,258000000,2796000000,3345000000,3784000000,8788000000,2730000000,XOM
12/31/2020,USD,42650000000,46540000000,3890000000,62332000000,37543000000,2736000000,None,5107000000,None,-313000000,24000000,313000000,45714000000,465000000,None,45993282000,-26080000000,-6010000000,313000000,-20603000000,-16586000000,-25767000000,20226282000,-20070000000,XOM
9/30/2020,USD,43636000000,46199000000,2563000000,-153000000,41004000000,2444000000,None,2632000000,None,-279000000,238000000,279000000,45425000000,257000000,None,15718,-343000000,337000000,279000000,-709000000,748000000,-64000000,-64000000,-680000000,XOM
6/30/2020,USD,32549000000,32605000000,56000000,-2624000000,29926000000,2409000000,None,2623000000,None,-317000000,214000000,317000000,32277000000,225000000,None,None,-1551000000,-471000000,317000000,-1169000000,1642000000,-1234000000,-1234000000,-1080000000,XOM
3/31/2020,USD,49746000000,56158000000,6412000000,2777000000,46088000000,2579000000,None,3658000000,None,-249000000,526000000,249000000,55134000000,249000000,None,None,-98000000,512000000,249000000,-770000000,-5456000000,151000000,151000000,-610000000,XOM
12/31/2019,USD,63169000000,67173000000,4004000000,49177000000,59511000000,3048000000,None,3658000000,None,-201000000,976000000,201000000,62920000000,2972000000,None,None,6374000000,684000000,201000000,5730000000,5474000000,6575000000,6575000000,5690000000,XOM
9/30/2019,USD,61939000000,65049000000,3110000000,49011000000,58887000000,2753000000,None,3052000000,None,-232000000,964000000,232000000,63422000000,431000000,None,4873000000,4644000000,1474000000,232000000,3247000000,2098000000,4876000000,9749000000,3170000000,XOM
6/30/2019,USD,64664000000,69091000000,2827000000,53095000000,61504000000,2827000000,None,3160000000,None,-216000000,1143000000,216000000,67491000000,241000000,None,4631000000,4371000000,1241000000,216000000,3391000000,3707000000,4587000000,9218000000,3130000000,XOM
3/31/2019,USD,58876000000,63625000000,2770000000,48342000000,55826000000,2770000000,None,3050000000,None,-181000000,1528000000,181000000,61646000000,270000000,None,4571000000,4233000000,1883000000,181000000,2406000000,3132000000,4414000000,8985000000,2350000000,XOM
12/31/2018,USD,64024000000,71895000000,4229000000,51985000000,60117000000,2848000000,None,3907000000,None,-215000000,None,215000000,-2.11E+11,1886000000,None,5028000000,7915000000,1915000000,215000000,6206000000,4806000000,8130000000,13158000000,6000000000,XOM
9/30/2018,USD,71295000000,76605000000,2892000000,55531000000,68111000000,2892000000,None,3184000000,None,-200000000,None,200000000,74187000000,458000000,None,4658000000,8874000000,2634000000,200000000,6446000000,6479000000,9074000000,13732000000,6240000000,XOM
6/30/2018,USD,68463000000,71456000000,2993000000,54834000000,65138000000,2993000000,None,3325000000,None,-147000000,None,147000000,None,1729000000,None,4589000000,6476000000,2526000000,147000000,3986000000,2333000000,6623000000,11212000000,3950000000,XOM
3/31/2023,USD,2.87E+11,5.09E+11,2.22E+11,2.22E+11,2.31E+11,16152000000,None,None,None,None,11693000000,None,None,None,None,None,2.44E+11,None,None,None,None,None,None,2.07E+11,TSM
12/31/2022,TWD,-53659547000,6.26E+11,6.79E+11,6.79E+11,-64540000000,36567623000,1.19E+11,64540000000,None,None,9486470000,64540000000,None,None,None,None,2.96E+11,-2.96E+11,None,2.96E+11,None,None,-64540000000,5.92E+11,TSM
9/30/2022,TWD,3.70E+11,6.13E+11,2.43E+11,2.43E+11,3.10E+11,14499002000,42977507000,60174503000,None,3245026000,6615044000,3370018000,None,None,None,1.14E+11,3.17E+11,35722460000,None,2.81E+11,None,3.10E+11,4.24E+11,2.81E+11,TSM
6/30/2022,TWD,3.15E+11,5.34E+11,2.19E+11,2.19E+11,2.62E+11,11568594000,39649130000,53344245000,None,641714000,3545945000,2904231000,None,None,None,1.19E+11,2.66E+11,28818029000,None,2.37E+11,None,2.62E+11,3.81E+11,2.37E+11,TSM
3/31/2022,TWD,2.31E+11,4.38E+11,2.07E+11,2.07E+11,1.83E+11,10500027000,32239000000,47983000000,None,-466887000,1259000000,712000000,None,None,None,1.11E+11,1.85E+11,18446000000,None,2.03E+11,None,1.83E+11,2.93E+11,1.66E+11,TSM
12/31/2021,TWD,2.31E+11,4.38E+11,2.07E+11,2.07E+11,1.83E+11,15639000000,32239000000,47983000000,None,-712000000,939000000,712000000,None,None,None,1.11E+11,1.85E+11,18446000000,None,1.66E+11,None,1.84E+11,2.95E+11,1.66E+11,TSM
9/30/2021,TWD,2.13E+11,4.15E+11,2.02E+11,2.02E+11,1.71E+11,8929793000,30866634000,41742647000,None,22481000,1536000000,1334063000,None,None,None,1.07E+11,1.74E+11,17372485000,None,2.01E+11,None,1.74E+11,2.81E+11,1.56E+11,TSM
6/30/2021,TWD,1.86E+11,3.72E+11,1.86E+11,1.86E+11,1.46E+11,7826613000,30873376000,40529613000,None,294282000,1466000000,1134399000,None,None,None,1.04E+11,1.49E+11,14909359000,None,1.34E+11,None,1.49E+11,2.53E+11,1.34E+11,TSM
3/31/2021,TWD,1.95E+11,3.62E+11,1.66E+11,1.66E+11,1.57E+11,6387579000,29940000000,38116000000,None,688809000,1956000000,768627000,None,None,None,97562000000,1.61E+11,18283000000,None,1.40E+11,None,1.57E+11,2.55E+11,1.43E+11,TSM
12/31/2020,TWD,1.95E+11,3.62E+11,1.66E+11,1.66E+11,1.57E+11,6387572000,29940412000,38116151000,None,884424000,2240000000,768627000,None,None,None,97561886000,1.61E+11,18282837000,None,1.43E+11,None,1.62E+11,2.59E+11,1.43E+11,TSM
9/30/2020,TWD,1.90E+11,3.56E+11,1.66E+11,1.66E+11,1.50E+11,9272555000,29683751000,40446147000,None,1524799000,4820918000,373164000,None,None,None,94733076000,1.55E+11,17745852000,None,1.86E+11,None,1.53E+11,2.48E+11,1.37E+11,TSM
6/30/2020,TWD,1.65E+11,3.11E+11,1.46E+11,1.46E+11,1.31E+11,6894405000,24893043000,33529253000,None,2069217000,4857965000,409145000,None,None,None,70875252000,1.36E+11,15506124000,None,1.21E+11,None,1.35E+11,2.06E+11,1.21E+11,TSM
3/31/2020,TWD,1.59E+11,3.17E+11,1.58E+11,1.58E+11,1.24E+11,5903061000,25636000000,34958000000,None,2458505000,3759222000,2675000000,None,0,None,67532000000,1.29E+11,12704000000,None,1.17E+11,None,1.24E+11,1.92E+11,1.16E+11,TSM
12/31/2019,TWD,1.59E+11,3.17E+11,1.58E+11,1.58E+11,1.24E+11,9307000000,25636000000,34958000000,None,2675000000,4243946000,0,None,0,None,67532000000,1.29E+11,12704000000,None,1.16E+11,None,1.29E+11,1.96E+11,1.16E+11,TSM
9/30/2019,TWD,1.39E+11,2.93E+11,1.54E+11,1.54E+11,1.08E+11,5810048000,23972076000,31525142000,None,3072664000,4417771000,843434000,None,0,None,66756000000,1.12E+11,11233817000,None,1.01E+11,None,1.13E+11,1.80E+11,1.01E+11,TSM
6/30/2019,TWD,1.04E+11,2.41E+11,1.37E+11,1.37E+11,76304053000,4288263000,21393728000,27426007000,None,3682166000,4187997000,864751000,None,0,None,75048350000,80545440000,13769589000,None,66775851000,None,81536793000,1.57E+11,66764850000,TSM
3/31/2019,TWD,1.38E+11,2.90E+11,1.52E+11,1.52E+11,1.07E+11,5686868000,23689000000,30995000000,None,3509711000,4408776000,875782000,None,0,None,76030000000,1.11E+11,11077000000,None,61387310000,None,1.07E+11,1.83E+11,99984000000,TSM
12/31/2018,TWD,1.38E+11,2.90E+11,1.52E+11,1.52E+11,1.07E+11,5686868000,23689000000,30995000000,None,None,None,875782000,None,0,None,76030000000,1.11E+11,11077000000,None,4186.53,None,1.12E+11,1.88E+11,99984000000,TSM
9/30/2018,TWD,1.23E+11,2.60E+11,1.37E+11,1.37E+11,95245181000,4656730000,21886199000,28121459000,None,None,None,739068000,None,0,None,73609817000,98896942000,9798870000,None,2915989920,None,1.00E+11,1.74E+11,89071628000,TSM
6/30/2018,TWD,1.12E+11,2.33E+11,1.22E+11,1.22E+11,84428146000,5070594000,19891553000,27102788000,None,None,None,628284000,None,None,None,71408684000,87587608000,15294233000,None,2366821359,None,88373869000,1.60E+11,72290539000,TSM
3/31/2018,TWD,1.39E+11,2.78E+11,1.39E+11,1.39E+11,1.09E+11,6018259000,21217212000,28755086000,None,None,None,830509000,None,None,None,70813463000,1.12E+11,10505558000,None,89787574000,None,1.14E+11,1.85E+11,1.01E+11,TSM
1/29/2023,USD,3833000000,6051000000,2218000000,2218000000,1256000000,625000000,1952000000,2577000000,115000000,-64000000,115000000,64000000,None,-19000000,None,556000000,1288000000,-126000000,64000000,1414000000,1494000000,1352000000,1908000000,1414000000,NVDA
10/30/2022,USD,3177000000,5931000000,2754000000,2754000000,601000000,631000000,1945000000,2576000000,88000000,-65000000,88000000,65000000,None,-11000000,None,181000000,613000000,-67000000,65000000,680000000,647000000,678000000,859000000,680000000,NVDA
7/31/2022,USD,2915000000,6704000000,3789000000,570000000,499000000,592000000,1824000000,2416000000,46000000,-65000000,46000000,65000000,None,-5000000,None,182000000,475000000,-181000000,65000000,656000000,630000000,540000000,722000000,656000000,NVDA
5/1/2022,USD,5431000000,8288000000,2857000000,2857000000,1868000000,592000000,1618000000,3563000000,None,-50000000,1000000,68000000,None,-13000000,None,334000000,1805000000,187000000,None,1618000000,1565000000,1873000000,2027000000,1618000000,NVDA
1/30/2022,USD,4999000000,7643000000,2644000000,2644000000,2970000000,563000000,1466000000,2029000000,9000000,-61000000,9000000,61000000,None,-53000000,None,145000000,2865000000,-138000000,61000000,3003000000,2983000000,2926000000,3071000000,3003000000,NVDA
10/31/2021,USD,4631000000,7103000000,2472000000,2472000000,2671000000,557000000,1403000000,1960000000,7000000,-62000000,7000000,62000000,None,22000000,None,143000000,2638000000,174000000,62000000,2464000000,2465000000,2700000000,2843000000,2464000000,NVDA
8/1/2021,USD,4215000000,6507000000,2292000000,2292000000,2444000000,526000000,1245000000,1771000000,6000000,-60000000,6000000,60000000,None,4000000,None,286000000,2394000000,20000000,60000000,252000000,2368000000,2454000000,2740000000,2374000000,NVDA
5/2/2021,USD,3629000000,5661000000,2032000000,2032000000,1956000000,520000000,1153000000,1673000000,6000000,-53000000,6000000,53000000,None,135000000,None,281000000,2044000000,132000000,53000000,1912000000,1907000000,2097000000,2378000000,1912000000,NVDA
1/31/2021,USD,3156000000,5003000000,1847000000,1847000000,1507000000,503000000,1146000000,1649000000,7000000,-53000000,6000000,53000000,None,9000000,None,288000000,1470000000,13000000,53000000,1457000000,1464000000,1523000000,1811000000,1457000000,NVDA
10/25/2020,USD,2960000000,4726000000,1766000000,1766000000,1398000000,515000000,1047000000,1562000000,7000000,-53000000,7000000,53000000,None,-4000000,None,299000000,1348000000,12000000,53000000,1336000000,1344000000,1401000000,1700000000,1336000000,NVDA
7/26/2020,USD,2275000000,3866000000,1591000000,1591000000,651000000,627000000,997000000,1624000000,13000000,-54000000,13000000,54000000,None,-1000000,None,404000000,609000000,-13000000,54000000,622000000,636000000,663000000,1067000000,622000000,NVDA
4/26/2020,USD,2004000000,3080000000,1076000000,1076000000,976000000,293000000,735000000,1028000000,31000000,-25000000,31000000,25000000,None,-1000000,None,107000000,981000000,64000000,25000000,917000000,906000000,1006000000,1113000000,917000000,NVDA
1/26/2020,USD,2015000000,3105000000,1090000000,1090000000,990000000,287000000,738000000,1025000000,41000000,-13000000,41000000,13000000,3105000000,-2000000,None,106000000,1015000000,65000000,13000000,2015000000,955000000,1028000000,1134000000,950000000,NVDA
10/27/2019,USD,1916000000,3014000000,1098000000,1098000000,927000000,277000000,712000000,989000000,45000000,-13000000,45000000,13000000,3014000000,0,None,92000000,959000000,60000000,13000000,899000000,897000000,972000000,1064000000,899000000,NVDA
7/28/2019,USD,1541000000,2579000000,1038000000,1038000000,571000000,266000000,704000000,970000000,47000000,-13000000,47000000,13000000,2579000000,1000000,None,92000000,606000000,54000000,13000000,552000000,553000000,619000000,711000000,552000000,NVDA
4/28/2019,USD,1296000000,2220000000,924000000,924000000,358000000,264000000,674000000,938000000,44000000,-13000000,44000000,13000000,2220000000,0,None,91000000,389000000,-5000000,13000000,394000000,404000000,402000000,493000000,394000000,NVDA
1/27/2019,USD,1207000000,2205000000,998000000,998000000,294000000,266000000,647000000,913000000,42000000,-14000000,None,14000000,2205000000,2000000,None,78000000,325000000,-242000000,14000000,1207000000,578000000,339000000,417000000,567000000,NVDA
10/28/2018,USD,1921000000,3181000000,1260000000,1260000000,1058000000,258000000,605000000,863000000,37000000,-15000000,None,15000000,3181000000,1000000,None,68000000,1081000000,-149000000,15000000,1230000000,1229000000,1096000000,1164000000,1230000000,NVDA
7/29/2018,USD,1975000000,3123000000,1148000000,1148000000,1157000000,237000000,581000000,818000000,32000000,-14000000,None,14000000,3123000000,5000000,None,58000000,1180000000,79000000,14000000,1101000000,1101000000,1194000000,1252000000,1101000000,NVDA
4/29/2018,USD,2068000000,3207000000,1139000000,1139000000,1295000000,231000000,542000000,773000000,25000000,-15000000,None,15000000,0,6000000,None,57000000,1311000000,67000000,15000000,1244000000,1239000000,1326000000,1383000000,1244000000,NVDA
3/31/2023,USD,22483000000,28591000000,6108000000,6108000000,7227000000,5929000000,9381000000,16231000000,None,-54000000,193000000,54000000,28645000000,80000000,2480000000,151000000,7307000000,1598000000,54000000,5709000000,6258000000,7227000000,7512000000,5709000000,META
12/31/2022,USD,23584000000,31920000000,8336000000,8336000000,6399000000,7659000000,9771000000,17159000000,None,-164000000,32000000,164000000,32084000000,-249000000,2330000000,142000000,6149000000,1496000000,164000000,4653000000,6177000000,6399000000,6455000000,4653000000,META
9/30/2022,USD,21994000000,27710000000,5716000000,5716000000,5664000000,7164000000,9170000000,17237000000,None,-4000000,77000000,4000000,27714000000,-88000000,2130000000,137000000,5576000000,1181000000,4000000,4395000000,2752000000,5664000000,5717000000,4395000000,META
6/30/2022,USD,23626000000,28818000000,5192000000,5192000000,8358000000,6582000000,8690000000,15420000000,None,-4000000,91000000,4000000,28822000000,-172000000,1930000000,148000000,8186000000,1499000000,4000000,6687000000,5272000000,8358000000,8338000000,6687000000,META
3/31/2022,USD,21899000000,27904000000,6005000000,6005000000,8524000000,5672000000,7707000000,13517000000,None,-4000000,384000000,4000000,27908000000,384000000,2120000000,138000000,8908000000,1443000000,4000000,7465000000,6162000000,8524000000,9050000000,7465000000,META
12/31/2021,USD,27179000000,33527000000,6348000000,6348000000,12585000000,7692000000,7046000000,14873000000,None,-4000000,117000000,4000000,33531000000,118000000,1970000000,135000000,12703000000,2418000000,4000000,10285000000,9799000000,12585000000,12842000000,10285000000,META
9/30/2021,USD,23235000000,29006000000,5771000000,5771000000,10423000000,6500000000,6316000000,13028000000,None,-4000000,120000000,4000000,29010000000,142000000,1870000000,212000000,10565000000,1371000000,4000000,9194000000,8702000000,10423000000,10781000000,9194000000,META
6/30/2021,USD,23674000000,29073000000,5399000000,5399000000,12367000000,5215000000,6096000000,11516000000,None,-4000000,121000000,4000000,29077000000,146000000,1860000000,205000000,12513000000,2119000000,4000000,10394000000,10525000000,12367000000,12722000000,10394000000,META
3/31/2021,USD,21036000000,26167000000,5131000000,5131000000,11378000000,4465000000,5197000000,9861000000,None,-4000000,118000000,4000000,26171000000,125000000,1850000000,199000000,11503000000,2006000000,4000000,9497000000,8724000000,11378000000,11706000000,9497000000,META
12/31/2020,USD,22730000000,27940000000,5210000000,5210000000,12775000000,4880000000,5207000000,10282000000,None,-3000000,136000000,3000000,27943000000,280000000,1740000000,195000000,13055000000,1836000000,3000000,11219000000,11838000000,12775000000,13253000000,11219000000,META
9/30/2020,USD,17272000000,21466000000,4194000000,4194000000,8040000000,4473000000,4763000000,9424000000,None,-4000000,146000000,4000000,21470000000,93000000,1580000000,188000000,8133000000,287000000,4000000,7846000000,8296000000,8040000000,8325000000,7846000000,META
6/30/2020,USD,14854000000,18683000000,3829000000,3829000000,5963000000,4433000000,4462000000,9073000000,None,-4000000,162000000,4000000,18687000000,168000000,1580000000,178000000,6131000000,953000000,4000000,5178000000,5580000000,5963000000,6313000000,5178000000,META
3/31/2020,USD,14275000000,17734000000,3459000000,3459000000,5893000000,4370000000,4015000000,8753000000,None,-3000000,228000000,3000000,17737000000,-32000000,1490000000,171000000,5861000000,959000000,3000000,4902000000,4847000000,5893000000,6035000000,4902000000,META
12/31/2019,USD,17475000000,20966000000,3491000000,3491000000,8858000000,4855000000,3878000000,8893000000,None,-11000000,249000000,11000000,20977000000,311000000,1360000000,160000000,9169000000,1820000000,11000000,7349000000,7709000000,8858000000,9340000000,7349000000,META
9/30/2019,USD,14493000000,17648000000,3155000000,3155000000,7185000000,3764000000,3548000000,7508000000,None,-4000000,258000000,4000000,17652000000,144000000,1270000000,196000000,7329000000,1238000000,4000000,6091000000,5725000000,7185000000,7529000000,6091000000,META
6/30/2019,USD,13576000000,16883000000,3307000000,3307000000,4626000000,5638000000,3315000000,9156000000,None,-3000000,219000000,3000000,16886000000,206000000,1340000000,203000000,4832000000,2216000000,3000000,2616000000,2914000000,4626000000,5038000000,2616000000,META
3/31/2019,USD,12261000000,15077000000,2816000000,2816000000,3317000000,6084000000,2860000000,9100000000,None,-2000000,198000000,2000000,15077000000,165000000,1200000000,156000000,3482000000,1053000000,2000000,2429000000,2408000000,3317000000,3640000000,2429000000,META
12/31/2018,USD,13896000000,16692000000,2796000000,2796000000,7820000000,3443000000,2855000000,6532000000,None,None,None,187000000,16701000000,151000000,None,157000000,7971000000,1089000000,None,6882000000,6899000000,7820000000,7977000000,6882000000,META
9/30/2018,USD,11309000000,13727000000,2418000000,2418000000,5781000000,2871000000,2657000000,5684000000,None,None,None,176000000,13727000000,131000000,None,156000000,5912000000,775000000,None,5137000000,5078000000,5781000000,5937000000,5137000000,META
6/30/2018,USD,11017000000,13231000000,2214000000,2214000000,5863000000,2631000000,2523000000,5312000000,None,None,None,143000000,13231000000,5000000,None,158000000,5868000000,762000000,None,5106000000,4713000000,5863000000,6021000000,5106000000,META
3/31/2023,USD,16351000000,24531000000,16289000000,8395000000,4844000000,6138000000,3612000000,11507000000,235000000,-215000000,None,215000000,24746000000,-7228000000,None,1200000000,-737000000,-669000000,215000000,-68000000,273000000,-522000000,678000000,-68000000,JNJ
12/31/2022,USD,15941000000,23706000000,7765000000,7765000000,3727000000,6512000000,4014000000,10526000000,None,77000000,254000000,177000000,None,-1207000000,None,1772000000,4201000000,681000000,None,3520000000,5845000000,4378000000,5499000000,3520000000,JNJ
9/30/2022,USD,15984000000,23791000000,7807000000,7807000000,5822000000,6089000000,3597000000,9686000000,None,99000000,150000000,51000000,None,-493000000,None,1685000000,5822000000,1364000000,None,4458000000,3009000000,5873000000,7983000000,4458000000,JNJ
6/30/2022,USD,16101000000,24020000000,7919000000,7919000000,4513000000,6226000000,3703000000,9929000000,None,26000000,64000000,38000000,None,-273000000,None,1744000000,5840000000,1026000000,None,4814000000,4728000000,5878000000,6257000000,4814000000,JNJ
3/31/2022,USD,15828000000,23416000000,15316000000,7598000000,4032000000,5938000000,4072000000,11796000000,22000000,-10000000,22000000,10000000,23426000000,102000000,None,1100000000,5862000000,713000000,10000000,5149000000,4450000000,5872000000,6972000000,5149000000,JNJ
12/31/2021,USD,16849000000,24508000000,16317000000,7955000000,3755000000,7154000000,4720000000,13094000000,13000000,-60000000,13000000,60000000,24568000000,-9000000,None,1100000000,4836000000,100000000,60000000,4736000000,7093000000,4896000000,5996000000,4736000000,JNJ
9/30/2021,USD,16088000000,23318000000,14410000000,7250000000,4606000000,6000000000,4322000000,11482000000,13000000,-20000000,13000000,20000000,23338000000,-1850000000,None,1100000000,3849000000,182000000,20000000,3667000000,3352000000,3869000000,4969000000,3667000000,JNJ
6/30/2021,USD,15725000000,23272000000,14916000000,7587000000,5002000000,6073000000,3394000000,10723000000,12000000,-40000000,12000000,40000000,23312000000,488000000,None,1200000000,6662000000,384000000,40000000,6278000000,6506000000,6702000000,7902000000,6278000000,JNJ
3/31/2021,USD,15258000000,22258000000,13762000000,7063000000,5394000000,5432000000,3178000000,9864000000,15000000,-63000000,15000000,63000000,22321000000,882000000,None,1200000000,7429000000,1232000000,63000000,6197000000,6111000000,7492000000,8692000000,6197000000,JNJ
12/31/2020,USD,14661000000,22179000000,15666000000,7814000000,2751000000,6457000000,4069000000,11910000000,13000000,-87000000,13000000,87000000,22266000000,-2354000000,None,1300000000,1647000000,-91000000,87000000,1738000000,1434000000,1734000000,3034000000,1738000000,JNJ
9/30/2020,USD,14110000000,21038000000,13671000000,6972000000,4433000000,5431000000,2978000000,9677000000,12000000,-44000000,12000000,44000000,21082000000,-1200000000,None,1200000000,4401000000,847000000,44000000,3554000000,4149000000,4445000000,5645000000,3554000000,JNJ
6/30/2020,USD,11757000000,18291000000,12733000000,6579000000,2890000000,4993000000,2713000000,8867000000,19000000,-45000000,19000000,45000000,18336000000,-24000000,None,1100000000,3940000000,314000000,45000000,3626000000,4336000000,3985000000,5085000000,3626000000,JNJ
3/31/2020,USD,13629000000,20666000000,13434000000,7062000000,4655000000,5203000000,2580000000,8974000000,67000000,-25000000,67000000,25000000,20691000000,679000000,None,1100000000,6509000000,713000000,25000000,5796000000,5444000000,6534000000,7634000000,5796000000,JNJ
12/31/2019,USD,13613000000,20747000000,341000000,7134000000,13008000000,6039000000,3232000000,605000000,81000000,-85000000,81000000,85000000,20747000000,-16000000,None,1200000000,4218000000,208000000,85000000,4218000000,4218000000,4303000000,5503000000,4010000000,JNJ
9/30/2019,USD,13862000000,20681000000,13410000000,6867000000,4720000000,5374000000,2599000000,9142000000,89000000,-48000000,89000000,48000000,20729000000,-4214000000,None,1100000000,1647000000,-106000000,48000000,1753000000,1189000000,1695000000,2795000000,1753000000,JNJ
6/30/2019,USD,13622000000,20479000000,13643000000,6940000000,4253000000,5546000000,2666000000,9369000000,88000000,-83000000,88000000,83000000,20562000000,1683000000,None,1100000000,7041000000,1434000000,83000000,5607000000,6155000000,7124000000,8224000000,5607000000,JNJ
3/31/2019,USD,13406000000,19919000000,13883000000,6615000000,2393000000,5219000000,3748000000,11013000000,99000000,-102000000,99000000,102000000,20021000000,22000000,None,1100000000,4422000000,673000000,102000000,3749000000,3454000000,4524000000,5624000000,3749000000,JNJ
12/31/2018,USD,13433000000,20394000000,227000000,6961000000,11918000000,5991000000,3224000000,1515000000,196000000,-250000000,None,250000000,20394000000,-978000000,None,1100000000,3122000000,80000000,250000000,1222000000,1222000000,3372000000,4472000000,3042000000,JNJ
9/30/2018,USD,13759000000,20105000000,12220000000,6589000000,4494000000,5543000000,3634000000,9265000000,175000000,-243000000,None,243000000,20348000000,-3000000,None,1100000000,4423000000,489000000,243000000,3934000000,4064000000,4666000000,5766000000,3934000000,JNJ
6/30/2018,USD,13903000000,20830000000,176000000,6927000000,13024000000,5743000000,2639000000,879000000,126000000,-253000000,None,253000000,20830000000,-364000000,None,1100000000,4973000000,1019000000,253000000,4973000000,1785000000,5226000000,6326000000,3954000000,JNJ
3/31/2023,USD,5503000000,7843000000,2340000000,1694000000,5336000000,591000000,None,825000000,None,-142000000,58000000,142000000,7985000000,84000000,None,234000000,5278000000,1021000000,None,4257000000,4526000000,5336000000,5570000000,4257000000,V
12/31/2022,USD,5581000000,7799000000,2218000000,1515000000,5090000000,654000000,None,881000000,None,-137000000,113000000,137000000,7936000000,24000000,None,227000000,4977000000,798000000,None,4179000000,5289000000,5090000000,5317000000,4179000000,V
9/30/2022,USD,5498000000,7847000000,2349000000,1541000000,5087000000,767000000,None,993000000,None,-159000000,219000000,159000000,7938000000,-60000000,None,226000000,4868000000,928000000,None,176000000,176000000,5087000000,5313000000,3940000000,V
6/30/2022,USD,5049000000,7164000000,2115000000,1461000000,4148000000,602000000,None,832000000,None,-111000000,319000000,111000000,7275000000,-208000000,None,230000000,3829000000,418000000,None,3411000000,2549000000,4148000000,4378000000,3411000000,V
3/31/2022,USD,4983000000,7055000000,2072000000,1416000000,4802000000,639000000,None,846000000,None,-134000000,260000000,134000000,7189000000,-126000000,None,207000000,4542000000,895000000,None,3647000000,3314000000,4802000000,5009000000,3647000000,V
12/31/2021,USD,5080000000,6925000000,1845000000,1315000000,4776000000,522000000,None,720000000,None,-134000000,121000000,134000000,7059000000,255000000,None,198000000,4897000000,938000000,None,3959000000,3451000000,4776000000,4974000000,3959000000,V
9/30/2021,USD,4695000000,6616000000,1921000000,1239000000,4315000000,672000000,None,874000000,None,-125000000,17000000,125000000,6741000000,108000000,None,202000000,4298000000,714000000,None,3584000000,3419000000,4315000000,4517000000,3584000000,V
6/30/2021,USD,4225000000,5999000000,1774000000,1284000000,4064000000,472000000,None,676000000,None,-131000000,131000000,131000000,6130000000,456000000,None,204000000,4389000000,1814000000,None,2575000000,2804000000,4064000000,4268000000,2575000000,V
3/31/2021,USD,3724000000,5608000000,1884000000,1293000000,3581000000,569000000,None,770000000,None,-121000000,121000000,121000000,5729000000,168000000,None,201000000,3628000000,602000000,None,3026000000,2244000000,3581000000,3782000000,3026000000,V
12/31/2020,USD,3965000000,5551000000,1586000000,1154000000,3844000000,408000000,None,605000000,None,-136000000,136000000,136000000,5687000000,40000000,None,197000000,3748000000,622000000,None,3126000000,3926000000,3844000000,4041000000,3126000000,V
9/30/2020,USD,3805000000,5467000000,1662000000,1113000000,3142000000,544000000,None,740000000,None,-145000000,145000000,145000000,-16596000000,58000000,None,196000000,3055000000,918000000,None,2137000000,2770000000,3142000000,3338000000,2137000000,V
6/30/2020,USD,3125000000,4695000000,1570000000,1113000000,2999000000,432000000,None,629000000,None,-142000000,142000000,142000000,4837000000,75000000,None,197000000,2932000000,559000000,None,2373000000,2538000000,2999000000,3196000000,2373000000,V
3/31/2020,USD,4101000000,5737000000,1636000000,1123000000,3924000000,504000000,None,696000000,None,-118000000,118000000,118000000,5855000000,23000000,None,192000000,3829000000,745000000,None,3084000000,2980000000,3924000000,4116000000,3084000000,V
12/31/2019,USD,4196000000,5947000000,1751000000,1163000000,4016000000,587000000,None,769000000,None,-111000000,111000000,111000000,6058000000,69000000,None,182000000,3974000000,702000000,None,3272000000,3607000000,4016000000,4198000000,3272000000,V
9/30/2019,USD,4447000000,6137000000,1690000000,1064000000,3735000000,647000000,None,819000000,None,-120000000,120000000,120000000,80000000,96000000,None,172000000,3711000000,686000000,None,3025000000,2265000000,3735000000,3907000000,3025000000,V
6/30/2019,USD,4206000000,5840000000,1634000000,1056000000,3908000000,597000000,None,762000000,None,-128000000,128000000,128000000,1000000,86000000,None,165000000,3866000000,765000000,None,3101000000,3297000000,3908000000,4073000000,3101000000,V
3/31/2019,USD,3935000000,5494000000,1559000000,1065000000,3641000000,505000000,None,665000000,None,-140000000,140000000,140000000,15000000,176000000,None,160000000,3677000000,700000000,None,2977000000,2616000000,3641000000,3801000000,2977000000,V
12/31/2018,USD,3988000000,5506000000,1518000000,980000000,3717000000,552000000,None,711000000,None,-145000000,None,145000000,5506000000,58000000,None,159000000,3630000000,653000000,None,2977000000,2698000000,3717000000,3876000000,2977000000,V
9/30/2018,USD,1380000000,5434000000,4054000000,1003000000,3406000000,721000000,None,884000000,None,-150000000,None,150000000,None,282000000,None,163000000,3538000000,693000000,None,2845000000,2651000000,3406000000,3569000000,2845000000,V
